block_id,split,country,city,top_left_row,top_left_col,top_left_patch_id,top_left_coarse_label,top_right_patch_id,top_right_coarse_label,bottom_left_patch_id,bottom_left_coarse_label,bottom_right_patch_id,bottom_right_coarse_label,n_valid,n_built,all_four_valid,has_built_up,use_for_block_training,is_tiling_anchor,use_for_tiling_eval
Poland_Poznan_r000_c002_2x2,train,Poland,Poznan,0,2,Poland_Poznan_r000_c002_x320_y0_s160,3,Poland_Poznan_r000_c003_x480_y0_s160,3,Poland_Poznan_r001_c002_x320_y160_s160,3,Poland_Poznan_r001_c003_x480_y160_s160,3,4,4,true,true,true,true,true
Poland_Poznan_r000_c003_2x2,train,Poland,Poznan,0,3,Poland_Poznan_r000_c003_x480_y0_s160,3,Poland_Poznan_r000_c004_x640_y0_s160,3,Poland_Poznan_r001_c003_x480_y160_s160,3,Poland_Poznan_r001_c004_x640_y160_s160,3,4,4,true,true,true,false,false
Poland_Poznan_r000_c004_2x2,train,Poland,Poznan,0,4,Poland_Poznan_r000_c004_x640_y0_s160,3,Poland_Poznan_r000_c005_x800_y0_s160,3,Poland_Poznan_r001_c004_x640_y160_s160,3,Poland_Poznan_r001_c005_x800_y160_s160,4,4,4,true,true,true,true,true
Poland_Poznan_r000_c005_2x2,train,Poland,Poznan,0,5,Poland_Poznan_r000_c005_x800_y0_s160,3,Poland_Poznan_r000_c006_x960_y0_s160,3,Poland_Poznan_r001_c005_x800_y160_s160,4,Poland_Poznan_r001_c006_x960_y160_s160,4,4,4,true,true,true,false,false
Poland_Poznan_r000_c006_2x2,train,Poland,Poznan,0,6,Poland_Poznan_r000_c006_x960_y0_s160,3,Poland_Poznan_r000_c007_x1120_y0_s160,4,Poland_Poznan_r001_c006_x960_y160_s160,4,Poland_Poznan_r001_c007_x1120_y160_s160,4,4,4,true,true,true,true,true
Poland_Poznan_r000_c007_2x2,train,Poland,Poznan,0,7,Poland_Poznan_r000_c007_x1120_y0_s160,4,Poland_Poznan_r000_c008_x1280_y0_s160,4,Poland_Poznan_r001_c007_x1120_y160_s160,4,Poland_Poznan_r001_c008_x1280_y160_s160,4,4,4,true,true,true,false,false
Poland_Poznan_r000_c008_2x2,train,Poland,Poznan,0,8,Poland_Poznan_r000_c008_x1280_y0_s160,4,Poland_Poznan_r000_c009_x1440_y0_s160,4,Poland_Poznan_r001_c008_x1280_y160_s160,4,Poland_Poznan_r001_c009_x1440_y160_s160,4,4,4,true,true,true,true,true
Poland_Poznan_r000_c009_2x2,train,Poland,Poznan,0,9,Poland_Poznan_r000_c009_x1440_y0_s160,4,Poland_Poznan_r000_c010_x1600_y0_s160,4,Poland_Poznan_r001_c009_x1440_y160_s160,4,Poland_Poznan_r001_c010_x1600_y160_s160,4,4,4,true,true,true,false,false
Poland_Poznan_r000_c010_2x2,train,Poland,Poznan,0,10,Poland_Poznan_r000_c010_x1600_y0_s160,4,Poland_Poznan_r000_c011_x1760_y0_s160,0,Poland_Poznan_r001_c010_x1600_y160_s160,4,Poland_Poznan_r001_c011_x1760_y160_s160,0,2,2,false,true,false,true,false
Poland_Poznan_r000_c011_2x2,train,Poland,Poznan,0,11,Poland_Poznan_r000_c011_x1760_y0_s160,0,Poland_Poznan_r000_c012_x1765_y0_s160,0,Poland_Poznan_r001_c011_x1760_y160_s160,0,Poland_Poznan_r001_c012_x1765_y160_s160,0,0,0,false,false,false,false,false
Poland_Poznan_r001_c000_2x2,train,Poland,Poznan,1,0,Poland_Poznan_r001_c000_x0_y160_s160,3,Poland_Poznan_r001_c001_x160_y160_s160,4,Poland_Poznan_r002_c000_x0_y320_s160,3,Poland_Poznan_r002_c001_x160_y320_s160,3,4,4,true,true,true,false,false
Poland_Poznan_r001_c001_2x2,train,Poland,Poznan,1,1,Poland_Poznan_r001_c001_x160_y160_s160,4,Poland_Poznan_r001_c002_x320_y160_s160,3,Poland_Poznan_r002_c001_x160_y320_s160,3,Poland_Poznan_r002_c002_x320_y320_s160,3,4,4,true,true,true,false,false
Poland_Poznan_r001_c002_2x2,train,Poland,Poznan,1,2,Poland_Poznan_r001_c002_x320_y160_s160,3,Poland_Poznan_r001_c003_x480_y160_s160,3,Poland_Poznan_r002_c002_x320_y320_s160,3,Poland_Poznan_r002_c003_x480_y320_s160,3,4,4,true,true,true,false,false
Poland_Poznan_r001_c003_2x2,train,Poland,Poznan,1,3,Poland_Poznan_r001_c003_x480_y160_s160,3,Poland_Poznan_r001_c004_x640_y160_s160,3,Poland_Poznan_r002_c003_x480_y320_s160,3,Poland_Poznan_r002_c004_x640_y320_s160,4,4,4,true,true,true,false,false
Poland_Poznan_r001_c004_2x2,train,Poland,Poznan,1,4,Poland_Poznan_r001_c004_x640_y160_s160,3,Poland_Poznan_r001_c005_x800_y160_s160,4,Poland_Poznan_r002_c004_x640_y320_s160,4,Poland_Poznan_r002_c005_x800_y320_s160,4,4,4,true,true,true,false,false
Poland_Poznan_r001_c005_2x2,train,Poland,Poznan,1,5,Poland_Poznan_r001_c005_x800_y160_s160,4,Poland_Poznan_r001_c006_x960_y160_s160,4,Poland_Poznan_r002_c005_x800_y320_s160,4,Poland_Poznan_r002_c006_x960_y320_s160,4,4,4,true,true,true,false,false
Poland_Poznan_r001_c006_2x2,train,Poland,Poznan,1,6,Poland_Poznan_r001_c006_x960_y160_s160,4,Poland_Poznan_r001_c007_x1120_y160_s160,4,Poland_Poznan_r002_c006_x960_y320_s160,4,Poland_Poznan_r002_c007_x1120_y320_s160,4,4,4,true,true,true,false,false
Poland_Poznan_r001_c007_2x2,train,Poland,Poznan,1,7,Poland_Poznan_r001_c007_x1120_y160_s160,4,Poland_Poznan_r001_c008_x1280_y160_s160,4,Poland_Poznan_r002_c007_x1120_y320_s160,4,Poland_Poznan_r002_c008_x1280_y320_s160,4,4,4,true,true,true,false,false
Poland_Poznan_r001_c008_2x2,train,Poland,Poznan,1,8,Poland_Poznan_r001_c008_x1280_y160_s160,4,Poland_Poznan_r001_c009_x1440_y160_s160,4,Poland_Poznan_r002_c008_x1280_y320_s160,4,Poland_Poznan_r002_c009_x1440_y320_s160,4,4,4,true,true,true,false,false
Poland_Poznan_r001_c009_2x2,train,Poland,Poznan,1,9,Poland_Poznan_r001_c009_x1440_y160_s160,4,Poland_Poznan_r001_c010_x1600_y160_s160,4,Poland_Poznan_r002_c009_x1440_y320_s160,4,Poland_Poznan_r002_c010_x1600_y320_s160,0,3,3,false,true,false,false,false
Poland_Poznan_r001_c010_2x2,train,Poland,Poznan,1,10,Poland_Poznan_r001_c010_x1600_y160_s160,4,Poland_Poznan_r001_c011_x1760_y160_s160,0,Poland_Poznan_r002_c010_x1600_y320_s160,0,Poland_Poznan_r002_c011_x1760_y320_s160,0,1,1,false,true,false,false,false
Poland_Poznan_r001_c011_2x2,train,Poland,Poznan,1,11,Poland_Poznan_r001_c011_x1760_y160_s160,0,Poland_Poznan_r001_c012_x1765_y160_s160,0,Poland_Poznan_r002_c011_x1760_y320_s160,0,Poland_Poznan_r002_c012_x1765_y320_s160,0,0,0,false,false,false,false,false
Poland_Poznan_r002_c000_2x2,train,Poland,Poznan,2,0,Poland_Poznan_r002_c000_x0_y320_s160,3,Poland_Poznan_r002_c001_x160_y320_s160,3,Poland_Poznan_r003_c000_x0_y480_s160,3,Poland_Poznan_r003_c001_x160_y480_s160,4,4,4,true,true,true,true,true
Poland_Poznan_r002_c001_2x2,train,Poland,Poznan,2,1,Poland_Poznan_r002_c001_x160_y320_s160,3,Poland_Poznan_r002_c002_x320_y320_s160,3,Poland_Poznan_r003_c001_x160_y480_s160,4,Poland_Poznan_r003_c002_x320_y480_s160,4,4,4,true,true,true,false,false
Poland_Poznan_r002_c002_2x2,train,Poland,Poznan,2,2,Poland_Poznan_r002_c002_x320_y320_s160,3,Poland_Poznan_r002_c003_x480_y320_s160,3,Poland_Poznan_r003_c002_x320_y480_s160,4,Poland_Poznan_r003_c003_x480_y480_s160,4,4,4,true,true,true,true,true
Poland_Poznan_r002_c003_2x2,train,Poland,Poznan,2,3,Poland_Poznan_r002_c003_x480_y320_s160,3,Poland_Poznan_r002_c004_x640_y320_s160,4,Poland_Poznan_r003_c003_x480_y480_s160,4,Poland_Poznan_r003_c004_x640_y480_s160,4,4,4,true,true,true,false,false
Poland_Poznan_r002_c004_2x2,train,Poland,Poznan,2,4,Poland_Poznan_r002_c004_x640_y320_s160,4,Poland_Poznan_r002_c005_x800_y320_s160,4,Poland_Poznan_r003_c004_x640_y480_s160,4,Poland_Poznan_r003_c005_x800_y480_s160,4,4,4,true,true,true,true,true
Poland_Poznan_r002_c005_2x2,train,Poland,Poznan,2,5,Poland_Poznan_r002_c005_x800_y320_s160,4,Poland_Poznan_r002_c006_x960_y320_s160,4,Poland_Poznan_r003_c005_x800_y480_s160,4,Poland_Poznan_r003_c006_x960_y480_s160,4,4,4,true,true,true,false,false
Poland_Poznan_r002_c006_2x2,train,Poland,Poznan,2,6,Poland_Poznan_r002_c006_x960_y320_s160,4,Poland_Poznan_r002_c007_x1120_y320_s160,4,Poland_Poznan_r003_c006_x960_y480_s160,4,Poland_Poznan_r003_c007_x1120_y480_s160,4,4,4,true,true,true,true,true
Poland_Poznan_r002_c007_2x2,train,Poland,Poznan,2,7,Poland_Poznan_r002_c007_x1120_y320_s160,4,Poland_Poznan_r002_c008_x1280_y320_s160,4,Poland_Poznan_r003_c007_x1120_y480_s160,4,Poland_Poznan_r003_c008_x1280_y480_s160,4,4,4,true,true,true,false,false
Poland_Poznan_r002_c008_2x2,train,Poland,Poznan,2,8,Poland_Poznan_r002_c008_x1280_y320_s160,4,Poland_Poznan_r002_c009_x1440_y320_s160,4,Poland_Poznan_r003_c008_x1280_y480_s160,4,Poland_Poznan_r003_c009_x1440_y480_s160,0,3,3,false,true,false,true,false
Poland_Poznan_r002_c009_2x2,train,Poland,Poznan,2,9,Poland_Poznan_r002_c009_x1440_y320_s160,4,Poland_Poznan_r002_c010_x1600_y320_s160,0,Poland_Poznan_r003_c009_x1440_y480_s160,0,Poland_Poznan_r003_c010_x1600_y480_s160,0,1,1,false,true,false,false,false
Poland_Poznan_r002_c010_2x2,train,Poland,Poznan,2,10,Poland_Poznan_r002_c010_x1600_y320_s160,0,Poland_Poznan_r002_c011_x1760_y320_s160,0,Poland_Poznan_r003_c010_x1600_y480_s160,0,Poland_Poznan_r003_c011_x1760_y480_s160,0,0,0,false,false,false,true,false
Poland_Poznan_r002_c011_2x2,train,Poland,Poznan,2,11,Poland_Poznan_r002_c011_x1760_y320_s160,0,Poland_Poznan_r002_c012_x1765_y320_s160,0,Poland_Poznan_r003_c011_x1760_y480_s160,0,Poland_Poznan_r003_c012_x1765_y480_s160,0,0,0,false,false,false,false,false
Poland_Poznan_r003_c000_2x2,train,Poland,Poznan,3,0,Poland_Poznan_r003_c000_x0_y480_s160,3,Poland_Poznan_r003_c001_x160_y480_s160,4,Poland_Poznan_r004_c000_x0_y640_s160,3,Poland_Poznan_r004_c001_x160_y640_s160,4,4,4,true,true,true,false,false
Poland_Poznan_r003_c001_2x2,train,Poland,Poznan,3,1,Poland_Poznan_r003_c001_x160_y480_s160,4,Poland_Poznan_r003_c002_x320_y480_s160,4,Poland_Poznan_r004_c001_x160_y640_s160,4,Poland_Poznan_r004_c002_x320_y640_s160,4,4,4,true,true,true,false,false
Poland_Poznan_r003_c002_2x2,train,Poland,Poznan,3,2,Poland_Poznan_r003_c002_x320_y480_s160,4,Poland_Poznan_r003_c003_x480_y480_s160,4,Poland_Poznan_r004_c002_x320_y640_s160,4,Poland_Poznan_r004_c003_x480_y640_s160,3,4,4,true,true,true,false,false
Poland_Poznan_r003_c003_2x2,train,Poland,Poznan,3,3,Poland_Poznan_r003_c003_x480_y480_s160,4,Poland_Poznan_r003_c004_x640_y480_s160,4,Poland_Poznan_r004_c003_x480_y640_s160,3,Poland_Poznan_r004_c004_x640_y640_s160,3,4,4,true,true,true,false,false
Poland_Poznan_r003_c004_2x2,train,Poland,Poznan,3,4,Poland_Poznan_r003_c004_x640_y480_s160,4,Poland_Poznan_r003_c005_x800_y480_s160,4,Poland_Poznan_r004_c004_x640_y640_s160,3,Poland_Poznan_r004_c005_x800_y640_s160,3,4,4,true,true,true,false,false
Poland_Poznan_r003_c005_2x2,train,Poland,Poznan,3,5,Poland_Poznan_r003_c005_x800_y480_s160,4,Poland_Poznan_r003_c006_x960_y480_s160,4,Poland_Poznan_r004_c005_x800_y640_s160,3,Poland_Poznan_r004_c006_x960_y640_s160,4,4,4,true,true,true,false,false
Poland_Poznan_r003_c006_2x2,train,Poland,Poznan,3,6,Poland_Poznan_r003_c006_x960_y480_s160,4,Poland_Poznan_r003_c007_x1120_y480_s160,4,Poland_Poznan_r004_c006_x960_y640_s160,4,Poland_Poznan_r004_c007_x1120_y640_s160,4,4,4,true,true,true,false,false
Poland_Poznan_r003_c007_2x2,train,Poland,Poznan,3,7,Poland_Poznan_r003_c007_x1120_y480_s160,4,Poland_Poznan_r003_c008_x1280_y480_s160,4,Poland_Poznan_r004_c007_x1120_y640_s160,4,Poland_Poznan_r004_c008_x1280_y640_s160,3,4,4,true,true,true,false,false
Poland_Poznan_r003_c008_2x2,train,Poland,Poznan,3,8,Poland_Poznan_r003_c008_x1280_y480_s160,4,Poland_Poznan_r003_c009_x1440_y480_s160,0,Poland_Poznan_r004_c008_x1280_y640_s160,3,Poland_Poznan_r004_c009_x1440_y640_s160,0,2,2,false,true,false,false,false
Poland_Poznan_r003_c009_2x2,train,Poland,Poznan,3,9,Poland_Poznan_r003_c009_x1440_y480_s160,0,Poland_Poznan_r003_c010_x1600_y480_s160,0,Poland_Poznan_r004_c009_x1440_y640_s160,0,Poland_Poznan_r004_c010_x1600_y640_s160,0,0,0,false,false,false,false,false
Poland_Poznan_r003_c010_2x2,train,Poland,Poznan,3,10,Poland_Poznan_r003_c010_x1600_y480_s160,0,Poland_Poznan_r003_c011_x1760_y480_s160,0,Poland_Poznan_r004_c010_x1600_y640_s160,0,Poland_Poznan_r004_c011_x1760_y640_s160,0,0,0,false,false,false,false,false
Poland_Poznan_r003_c011_2x2,train,Poland,Poznan,3,11,Poland_Poznan_r003_c011_x1760_y480_s160,0,Poland_Poznan_r003_c012_x1765_y480_s160,0,Poland_Poznan_r004_c011_x1760_y640_s160,0,Poland_Poznan_r004_c012_x1765_y640_s160,0,0,0,false,false,false,false,false
Poland_Poznan_r004_c000_2x2,train,Poland,Poznan,4,0,Poland_Poznan_r004_c000_x0_y640_s160,3,Poland_Poznan_r004_c001_x160_y640_s160,4,Poland_Poznan_r005_c000_x0_y800_s160,0,Poland_Poznan_r005_c001_x160_y800_s160,3,3,3,false,true,false,true,false
Poland_Poznan_r004_c001_2x2,train,Poland,Poznan,4,1,Poland_Poznan_r004_c001_x160_y640_s160,4,Poland_Poznan_r004_c002_x320_y640_s160,4,Poland_Poznan_r005_c001_x160_y800_s160,3,Poland_Poznan_r005_c002_x320_y800_s160,4,4,4,true,true,true,false,false
Poland_Poznan_r004_c002_2x2,train,Poland,Poznan,4,2,Poland_Poznan_r004_c002_x320_y640_s160,4,Poland_Poznan_r004_c003_x480_y640_s160,3,Poland_Poznan_r005_c002_x320_y800_s160,4,Poland_Poznan_r005_c003_x480_y800_s160,4,4,4,true,true,true,true,true
Poland_Poznan_r004_c003_2x2,train,Poland,Poznan,4,3,Poland_Poznan_r004_c003_x480_y640_s160,3,Poland_Poznan_r004_c004_x640_y640_s160,3,Poland_Poznan_r005_c003_x480_y800_s160,4,Poland_Poznan_r005_c004_x640_y800_s160,4,4,4,true,true,true,false,false
Poland_Poznan_r004_c004_2x2,train,Poland,Poznan,4,4,Poland_Poznan_r004_c004_x640_y640_s160,3,Poland_Poznan_r004_c005_x800_y640_s160,3,Poland_Poznan_r005_c004_x640_y800_s160,4,Poland_Poznan_r005_c005_x800_y800_s160,4,4,4,true,true,true,true,true
Poland_Poznan_r004_c005_2x2,train,Poland,Poznan,4,5,Poland_Poznan_r004_c005_x800_y640_s160,3,Poland_Poznan_r004_c006_x960_y640_s160,4,Poland_Poznan_r005_c005_x800_y800_s160,4,Poland_Poznan_r005_c006_x960_y800_s160,4,4,4,true,true,true,false,false
Poland_Poznan_r004_c006_2x2,train,Poland,Poznan,4,6,Poland_Poznan_r004_c006_x960_y640_s160,4,Poland_Poznan_r004_c007_x1120_y640_s160,4,Poland_Poznan_r005_c006_x960_y800_s160,4,Poland_Poznan_r005_c007_x1120_y800_s160,4,4,4,true,true,true,true,true
Poland_Poznan_r004_c007_2x2,train,Poland,Poznan,4,7,Poland_Poznan_r004_c007_x1120_y640_s160,4,Poland_Poznan_r004_c008_x1280_y640_s160,3,Poland_Poznan_r005_c007_x1120_y800_s160,4,Poland_Poznan_r005_c008_x1280_y800_s160,4,4,4,true,true,true,false,false
Poland_Poznan_r004_c008_2x2,train,Poland,Poznan,4,8,Poland_Poznan_r004_c008_x1280_y640_s160,3,Poland_Poznan_r004_c009_x1440_y640_s160,0,Poland_Poznan_r005_c008_x1280_y800_s160,4,Poland_Poznan_r005_c009_x1440_y800_s160,0,2,2,false,true,false,true,false
Poland_Poznan_r004_c009_2x2,train,Poland,Poznan,4,9,Poland_Poznan_r004_c009_x1440_y640_s160,0,Poland_Poznan_r004_c010_x1600_y640_s160,0,Poland_Poznan_r005_c009_x1440_y800_s160,0,Poland_Poznan_r005_c010_x1600_y800_s160,0,0,0,false,false,false,false,false
Poland_Poznan_r004_c010_2x2,train,Poland,Poznan,4,10,Poland_Poznan_r004_c010_x1600_y640_s160,0,Poland_Poznan_r004_c011_x1760_y640_s160,0,Poland_Poznan_r005_c010_x1600_y800_s160,0,Poland_Poznan_r005_c011_x1760_y800_s160,0,0,0,false,false,false,true,false
Poland_Poznan_r004_c011_2x2,train,Poland,Poznan,4,11,Poland_Poznan_r004_c011_x1760_y640_s160,0,Poland_Poznan_r004_c012_x1765_y640_s160,0,Poland_Poznan_r005_c011_x1760_y800_s160,0,Poland_Poznan_r005_c012_x1765_y800_s160,0,0,0,false,false,false,false,false
Poland_Poznan_r005_c000_2x2,train,Poland,Poznan,5,0,Poland_Poznan_r005_c000_x0_y800_s160,0,Poland_Poznan_r005_c001_x160_y800_s160,3,Poland_Poznan_r006_c000_x0_y921_s160,0,Poland_Poznan_r006_c001_x160_y921_s160,4,2,2,false,true,false,false,false
Poland_Poznan_r005_c001_2x2,train,Poland,Poznan,5,1,Poland_Poznan_r005_c001_x160_y800_s160,3,Poland_Poznan_r005_c002_x320_y800_s160,4,Poland_Poznan_r006_c001_x160_y921_s160,4,Poland_Poznan_r006_c002_x320_y921_s160,4,4,4,true,true,true,false,false
Poland_Poznan_r005_c002_2x2,train,Poland,Poznan,5,2,Poland_Poznan_r005_c002_x320_y800_s160,4,Poland_Poznan_r005_c003_x480_y800_s160,4,Poland_Poznan_r006_c002_x320_y921_s160,4,Poland_Poznan_r006_c003_x480_y921_s160,4,4,4,true,true,true,false,false
Poland_Poznan_r005_c003_2x2,train,Poland,Poznan,5,3,Poland_Poznan_r005_c003_x480_y800_s160,4,Poland_Poznan_r005_c004_x640_y800_s160,4,Poland_Poznan_r006_c003_x480_y921_s160,4,Poland_Poznan_r006_c004_x640_y921_s160,4,4,4,true,true,true,false,false
Poland_Poznan_r005_c004_2x2,train,Poland,Poznan,5,4,Poland_Poznan_r005_c004_x640_y800_s160,4,Poland_Poznan_r005_c005_x800_y800_s160,4,Poland_Poznan_r006_c004_x640_y921_s160,4,Poland_Poznan_r006_c005_x800_y921_s160,4,4,4,true,true,true,false,false
Poland_Poznan_r005_c005_2x2,train,Poland,Poznan,5,5,Poland_Poznan_r005_c005_x800_y800_s160,4,Poland_Poznan_r005_c006_x960_y800_s160,4,Poland_Poznan_r006_c005_x800_y921_s160,4,Poland_Poznan_r006_c006_x960_y921_s160,4,4,4,true,true,true,false,false
Poland_Poznan_r005_c006_2x2,train,Poland,Poznan,5,6,Poland_Poznan_r005_c006_x960_y800_s160,4,Poland_Poznan_r005_c007_x1120_y800_s160,4,Poland_Poznan_r006_c006_x960_y921_s160,4,Poland_Poznan_r006_c007_x1120_y921_s160,4,4,4,true,true,true,false,false
Poland_Poznan_r005_c007_2x2,train,Poland,Poznan,5,7,Poland_Poznan_r005_c007_x1120_y800_s160,4,Poland_Poznan_r005_c008_x1280_y800_s160,4,Poland_Poznan_r006_c007_x1120_y921_s160,4,Poland_Poznan_r006_c008_x1280_y921_s160,4,4,4,true,true,true,false,false
Poland_Poznan_r005_c008_2x2,train,Poland,Poznan,5,8,Poland_Poznan_r005_c008_x1280_y800_s160,4,Poland_Poznan_r005_c009_x1440_y800_s160,0,Poland_Poznan_r006_c008_x1280_y921_s160,4,Poland_Poznan_r006_c009_x1440_y921_s160,0,2,2,false,true,false,false,false
Poland_Poznan_r005_c009_2x2,train,Poland,Poznan,5,9,Poland_Poznan_r005_c009_x1440_y800_s160,0,Poland_Poznan_r005_c010_x1600_y800_s160,0,Poland_Poznan_r006_c009_x1440_y921_s160,0,Poland_Poznan_r006_c010_x1600_y921_s160,0,0,0,false,false,false,false,false
Poland_Poznan_r005_c010_2x2,train,Poland,Poznan,5,10,Poland_Poznan_r005_c010_x1600_y800_s160,0,Poland_Poznan_r005_c011_x1760_y800_s160,0,Poland_Poznan_r006_c010_x1600_y921_s160,0,Poland_Poznan_r006_c011_x1760_y921_s160,0,0,0,false,false,false,false,false
Poland_Poznan_r005_c011_2x2,train,Poland,Poznan,5,11,Poland_Poznan_r005_c011_x1760_y800_s160,0,Poland_Poznan_r005_c012_x1765_y800_s160,0,Poland_Poznan_r006_c011_x1760_y921_s160,0,Poland_Poznan_r006_c012_x1765_y921_s160,0,0,0,false,false,false,false,false
Poland_Radom_r000_c000_2x2,train,Poland,Radom,0,0,Poland_Radom_r000_c000_x0_y0_s160,3,Poland_Radom_r000_c001_x160_y0_s160,3,Poland_Radom_r001_c000_x0_y160_s160,3,Poland_Radom_r001_c001_x160_y160_s160,3,4,4,true,true,true,true,true
Poland_Radom_r000_c001_2x2,train,Poland,Radom,0,1,Poland_Radom_r000_c001_x160_y0_s160,3,Poland_Radom_r000_c002_x320_y0_s160,3,Poland_Radom_r001_c001_x160_y160_s160,3,Poland_Radom_r001_c002_x320_y160_s160,4,4,4,true,true,true,false,false
Poland_Radom_r000_c002_2x2,train,Poland,Radom,0,2,Poland_Radom_r000_c002_x320_y0_s160,3,Poland_Radom_r000_c003_x480_y0_s160,3,Poland_Radom_r001_c002_x320_y160_s160,4,Poland_Radom_r001_c003_x480_y160_s160,3,4,4,true,true,true,true,true
Poland_Radom_r000_c003_2x2,train,Poland,Radom,0,3,Poland_Radom_r000_c003_x480_y0_s160,3,Poland_Radom_r000_c004_x640_y0_s160,3,Poland_Radom_r001_c003_x480_y160_s160,3,Poland_Radom_r001_c004_x640_y160_s160,3,4,4,true,true,true,false,false
Poland_Radom_r000_c004_2x2,train,Poland,Radom,0,4,Poland_Radom_r000_c004_x640_y0_s160,3,Poland_Radom_r000_c005_x800_y0_s160,3,Poland_Radom_r001_c004_x640_y160_s160,3,Poland_Radom_r001_c005_x800_y160_s160,4,4,4,true,true,true,true,true
Poland_Radom_r000_c005_2x2,train,Poland,Radom,0,5,Poland_Radom_r000_c005_x800_y0_s160,3,Poland_Radom_r000_c006_x960_y0_s160,3,Poland_Radom_r001_c005_x800_y160_s160,4,Poland_Radom_r001_c006_x960_y160_s160,4,4,4,true,true,true,false,false
Poland_Radom_r000_c006_2x2,train,Poland,Radom,0,6,Poland_Radom_r000_c006_x960_y0_s160,3,Poland_Radom_r000_c007_x1120_y0_s160,4,Poland_Radom_r001_c006_x960_y160_s160,4,Poland_Radom_r001_c007_x1120_y160_s160,4,4,4,true,true,true,true,true
Poland_Radom_r000_c007_2x2,train,Poland,Radom,0,7,Poland_Radom_r000_c007_x1120_y0_s160,4,Poland_Radom_r000_c008_x1280_y0_s160,4,Poland_Radom_r001_c007_x1120_y160_s160,4,Poland_Radom_r001_c008_x1280_y160_s160,4,4,4,true,true,true,false,false
Poland_Radom_r000_c008_2x2,train,Poland,Radom,0,8,Poland_Radom_r000_c008_x1280_y0_s160,4,Poland_Radom_r000_c009_x1440_y0_s160,3,Poland_Radom_r001_c008_x1280_y160_s160,4,Poland_Radom_r001_c009_x1440_y160_s160,3,4,4,true,true,true,true,true
Poland_Radom_r000_c009_2x2,train,Poland,Radom,0,9,Poland_Radom_r000_c009_x1440_y0_s160,3,Poland_Radom_r000_c010_x1576_y0_s160,3,Poland_Radom_r001_c009_x1440_y160_s160,3,Poland_Radom_r001_c010_x1576_y160_s160,4,4,4,true,true,true,false,false
Poland_Radom_r001_c000_2x2,train,Poland,Radom,1,0,Poland_Radom_r001_c000_x0_y160_s160,3,Poland_Radom_r001_c001_x160_y160_s160,3,Poland_Radom_r002_c000_x0_y320_s160,3,Poland_Radom_r002_c001_x160_y320_s160,3,4,4,true,true,true,false,false
Poland_Radom_r001_c001_2x2,train,Poland,Radom,1,1,Poland_Radom_r001_c001_x160_y160_s160,3,Poland_Radom_r001_c002_x320_y160_s160,4,Poland_Radom_r002_c001_x160_y320_s160,3,Poland_Radom_r002_c002_x320_y320_s160,3,4,4,true,true,true,false,false
Poland_Radom_r001_c002_2x2,train,Poland,Radom,1,2,Poland_Radom_r001_c002_x320_y160_s160,4,Poland_Radom_r001_c003_x480_y160_s160,3,Poland_Radom_r002_c002_x320_y320_s160,3,Poland_Radom_r002_c003_x480_y320_s160,4,4,4,true,true,true,false,false
Poland_Radom_r001_c003_2x2,train,Poland,Radom,1,3,Poland_Radom_r001_c003_x480_y160_s160,3,Poland_Radom_r001_c004_x640_y160_s160,3,Poland_Radom_r002_c003_x480_y320_s160,4,Poland_Radom_r002_c004_x640_y320_s160,4,4,4,true,true,true,false,false
Poland_Radom_r001_c004_2x2,train,Poland,Radom,1,4,Poland_Radom_r001_c004_x640_y160_s160,3,Poland_Radom_r001_c005_x800_y160_s160,4,Poland_Radom_r002_c004_x640_y320_s160,4,Poland_Radom_r002_c005_x800_y320_s160,4,4,4,true,true,true,false,false
Poland_Radom_r001_c005_2x2,train,Poland,Radom,1,5,Poland_Radom_r001_c005_x800_y160_s160,4,Poland_Radom_r001_c006_x960_y160_s160,4,Poland_Radom_r002_c005_x800_y320_s160,4,Poland_Radom_r002_c006_x960_y320_s160,4,4,4,true,true,true,false,false
Poland_Radom_r001_c006_2x2,train,Poland,Radom,1,6,Poland_Radom_r001_c006_x960_y160_s160,4,Poland_Radom_r001_c007_x1120_y160_s160,4,Poland_Radom_r002_c006_x960_y320_s160,4,Poland_Radom_r002_c007_x1120_y320_s160,4,4,4,true,true,true,false,false
Poland_Radom_r001_c007_2x2,train,Poland,Radom,1,7,Poland_Radom_r001_c007_x1120_y160_s160,4,Poland_Radom_r001_c008_x1280_y160_s160,4,Poland_Radom_r002_c007_x1120_y320_s160,4,Poland_Radom_r002_c008_x1280_y320_s160,4,4,4,true,true,true,false,false
Poland_Radom_r001_c008_2x2,train,Poland,Radom,1,8,Poland_Radom_r001_c008_x1280_y160_s160,4,Poland_Radom_r001_c009_x1440_y160_s160,3,Poland_Radom_r002_c008_x1280_y320_s160,4,Poland_Radom_r002_c009_x1440_y320_s160,4,4,4,true,true,true,false,false
Poland_Radom_r001_c009_2x2,train,Poland,Radom,1,9,Poland_Radom_r001_c009_x1440_y160_s160,3,Poland_Radom_r001_c010_x1576_y160_s160,4,Poland_Radom_r002_c009_x1440_y320_s160,4,Poland_Radom_r002_c010_x1576_y320_s160,3,4,4,true,true,true,false,false
